,index,patient5,patient6,patient7
107,TSNAX-DISC1,0.0010732852750333754,0.0011362351702979894,0.0012128488085116627
108,NUP133,2.3188263735064325,2.3142073293225245,2.3078498387482282
109,LINC00582,0.002892058001982688,0.0030188095481584374,0.003174102947426854
110,TRIM11,1.3459708502906786,1.3636043436994825,1.384950741972811
111,MTR,2.234844755967457,2.246620498056797,2.2618851990110227
112,LYST,2.464619393598884,2.423684418893734,2.3731240721053393
113,RGS7,1.6773709776694756,1.6283578857646672,1.5680335914296968
114,LOC100130331,0.36482854940721343,0.369708817497859,0.3756364753346997
115,SMYD3,1.5950670869672496,1.5911050200995716,1.586403181271647
116,ZNF496,0.8775578223823219,0.885403567108621,0.8946322005278924
117,KIF26B,0.1803808937311624,0.17756830689592154,0.1741641761990707
118,OR14C36,0.0010800859497989512,0.0010666469536449483,0.001048548745559828
119,LINC01128,1.7885008161724345,1.7651782832388547,1.7344984202456875
120,CDK11B,0.4275805013148365,0.42751213334674537,0.42734642803697326
121,NADK,1.645633058862469,1.6700632664353516,1.699865888781646
122,AURKAIP1,5.177207687076246,5.177342280074801,5.178861104458117
123,FAM132A,0.042138239562389775,0.04201359858682498,0.0419111572340741
124,TNFRSF14,1.831261388404887,1.8450450174987725,1.8607119644009185
125,SKI,0.7713155412450516,0.7703858182470155,0.7687898262370219
126,TTC34,0.0019534035590218473,0.0018800117646556329,0.0017909416800599705
127,DFFB,0.4889650004391826,0.49258036452941845,0.4968002582259737
128,CCDC27,0.0028618616259135613,0.0030221263923678036,0.00322109608276177
129,MEGF6,0.23487809456003714,0.250828785309605,0.27047825183844165
130,AJAP1,0.10550655103188837,0.10991712595669464,0.1152555941815534
131,KCNAB2,0.5114890820130418,0.5042516757132883,0.49453496075557496
132,NPHP4,1.3769635665606863,1.3517267839931983,1.3204239918953218
133,PLEKHG5,0.1504735104792394,0.15182663959167264,0.15362065573034236
134,ACOT7,1.417044314082133,1.4124701661055625,1.4067832390173831
135,TNFRSF9,0.06383017153300592,0.06766064959146108,0.07240716184870849
136,PER3,2.263439550754699,2.2366679000286163,2.202250994214103
137,RERE,4.034401749926405,4.014670692720685,3.9899895775480654
138,H6PD,1.8172294271807665,1.8531665563718343,1.898074476128592
139,GPR157,0.061267993709307515,0.06413013434163777,0.06769399331472307
140,CLSTN1,4.742097044768343,4.752372602890734,4.763521701814401
141,CTNNBIP1,2.106511754219722,2.1065453508953085,2.1065325654183416
142,KIF1B,3.2919507019117766,3.2819511995775463,3.2699615203860866
143,UBE4B,2.1369997004823067,2.136860011209178,2.135693933819989
144,EXOSC10,3.3208520953882195,3.3373181531716707,3.3575280775045853
145,MTOR,1.722550844142094,1.7294361406019578,1.7376785848001697
146,CASZ1,1.2027894669825654,1.2301776287362138,1.2630177547054333
147,C1orf127,1.5902038494089772,1.5968121852279624,1.598219284921831
148,PEX14,1.2362826513782859,1.2444501682500584,1.2545689620279814
149,MFN2,2.768105160266441,2.78422685581809,2.803494090239101
150,AGTRAP,3.3565566690484037,3.3919491666175765,3.4367791557101612
151,VPS13D,2.717701156736211,2.7152756386743606,2.712261322161187
152,TNFRSF8,0.0053373602076304,0.005534045698143437,0.005782326366341257
153,AADACL4,0.0009988065860834035,0.0009735634469303444,0.0009425816102955272
154,FHAD1,0.15243984998925883,0.15325342355792096,0.15433620731940753
155,TMEM51-AS1,0.31028028365623,0.32532331827863364,0.34415906645421557
156,KAZN,0.3470359595988953,0.34997843458671,0.35369944541343934
157,DNAJC16,1.8628789540321011,1.8684952360008504,1.8751417209682297
158,FBXO42,1.507807456618343,1.5170346026673733,1.5278284369769488
159,SPEN,3.4173745700286147,3.4081322669838032,3.3961258346317007
160,MFAP2,0.3976410390186272,0.41900133266123674,0.44563867585854544
161,NBPF1,1.869530199522269,1.8595561652493042,1.848033763237532
162,PADI2,0.017670332259049373,0.01866097612519718,0.019880809700329023
163,ESPNP,0.016151684413471187,0.017127025250914793,0.018343067536723264
164,PADI1,0.01585767702638658,0.01698026972007865,0.01835462428688252
165,ARHGEF10L,2.5126155240254042,2.4988030433580564,2.483111149552751
166,ACTL8,0.0014056117458365223,0.0015223578244956655,0.0016694224944839443
167,IGSF21,0.3892458283546782,0.37983261361414083,0.3682054233881998
168,CAPZB,7.609175240121692,7.570355806388605,7.525358979021175
169,IFFO2,0.44056141495341167,0.4624643361480836,0.48949102284667745
170,PAX7,0.0,0.0,0.0
171,UBR4,5.6453503473426245,5.614436293684433,5.576434103341665
172,LINC01141,0.0034584757366813218,0.0034633929495455546,0.0034585480415613525
173,TMCO4,1.1846314860139666,1.2062929122855668,1.2328935709629167
174,EIF4G3,3.936877955392837,3.931347930187098,3.922907673636964
175,ALPL,0.03063416295879641,0.030416298477452183,0.030108621081309708
176,HP1BP3,5.240552265258353,5.243857607174122,5.246870173635365
177,ECE1,4.319545339357865,4.332646822442885,4.348797461589807
178,CDC42,5.826117765721447,5.842573708720045,5.863337368076763
179,ZBTB40,1.2297626632343495,1.2283512757766737,1.2266648455219653
180,HSPG2,0.7522729776272237,0.8029822545186045,0.8653845103134384
181,LDLRAD2,0.057373478860932504,0.06103831298722976,0.06554853802562816
182,LUZP1,1.9380575049564968,1.96885132952338,2.007528404724611
183,TCEA3,1.385483527565974,1.439710903275897,1.5069823789844448
184,E2F2,0.023132184952430496,0.023391994320611488,0.0237556314917689
185,IFNLR1,0.4268023160735561,0.4341479421996523,0.4429888607305243
186,NIPAL3,2.808879017874308,2.8287431001975043,2.8527800848432596
187,NCMAP,1.6269452476593496,1.6627019857027046,1.7069997319960142
188,TMEM57,1.963863240329844,1.9789319438115474,1.996742388984271
189,RHCE,0.21900217034795083,0.2138134306107995,0.20743267029896117
190,MAN1C1,1.8210352129439928,1.779335634428085,1.7271274743765315
191,LIN28A,0.009405122536410352,0.009348226839305637,0.00927983211426895
192,RPS6KA1,1.244316446229845,1.2677432104953739,1.296980860798398
193,SH3BGRL3,9.474490393885834,9.549298478383331,9.64450123320839
194,WASF2,4.314854430921204,4.32476159149044,4.336808237325535
195,TMEM222,3.0777268946003438,3.0847040314320697,3.092439384078031
196,AHDC1,1.4157841188128488,1.4020141715522247,1.385074828720651
197,PHACTR4,2.8249387542894007,2.850197490647841,2.881577901620601
198,TAF12,1.8091983711294968,1.820553298895359,1.8344670089701967
199,SNHG3,2.0192082359147228,2.025320372040394,2.031983863724579
200,RCC1,1.0111720201196486,1.0546602434389396,1.1083858680082261
201,PTPRU,0.7205507542929571,0.7476621444115729,0.7791754998998873
202,SRSF4,3.6010799275762264,3.6261795064179405,3.6570500037141946
203,MATN1,0.014246110307656677,0.014621356089503707,0.015090171095186539
204,MATN1-AS1,0.12504002020932672,0.12630490859211738,0.12792527948871898
205,PTP4A2,4.9246820370259545,4.988013340635111,5.0653621961507564
206,SYNC,0.027458361922580225,0.02890463798546898,0.03066863359907405
207,ZBTB8A,0.8795986898243561,0.8897055930459942,0.9021093291199372
208,RNF19B,1.4369787342868086,1.4161481707134,1.3905967237473964
209,S100PBP,1.3840941817584644,1.3796800845099164,1.374359267181921
210,HDAC1,4.37184349573881,4.390710394771644,4.411939432748458
211,KPNA6,5.897893026825814,5.8851578267856475,5.868204178615173
212,PHC2,3.1313300747489743,3.1071288803704995,3.077292710186808
213,ZSCAN20,0.16461650674928438,0.16765154060485432,0.17139567398446606
214,CSMD2-AS1,0.0023938978353067173,0.0025640698932446935,0.00277295173175317
215,AGO3,1.065058095691041,1.0634521947005955,1.0613022397231735
216,ZMYM4,2.9115890447513224,2.912946160363292,2.9135411536874662
217,AGO4,0.8743628315507805,0.8824794396661388,0.8923225006362637
218,KIAA0319L,3.3769436907154944,3.405149231459598,3.439399438251844
219,TFAP2E,0.012009626590464574,0.01189539866171641,0.011742944424862498
220,STK40,2.728936846188025,2.72579166780006,2.721603744632487
221,GRIK3,0.010336915680436412,0.010847394651805725,0.011464114254939626
222,YRDC,1.8049377278167713,1.8068211082104741,1.80843064245198
223,SNIP1,1.1833179480068567,1.1917474137916926,1.2013728296542732
224,INPP5B,1.3942344309688435,1.3938217119644314,1.392503525853053
225,RRAGC,2.2941456121294976,2.3059433517998036,2.3197587747158055
226,RLF,1.5090684480271508,1.5179410784285874,1.5286504219636419
227,BMP8B,0.4177583746005065,0.4137019477047063,0.40867794260322626
228,BMP8A,0.7202767225274566,0.7151098866616863,0.7088664379108799
229,SCMH1,2.0239256982802973,2.01777251448649,2.0100080171661863
230,KCNQ4,0.08934321855255051,0.09547663417804615,0.10300616961531094
231,NFYC-AS1,0.350589986792595,0.3511099090183175,0.351445679985032
232,FOXJ3,2.6429682740235325,2.641233071060698,2.6373684981064662
233,HIVEP3,1.456537976264435,1.4347201421859241,1.4074810687355805
234,RIMKLA,0.9262966951484773,0.9373142034831358,0.9492879999821416
235,WDR65,0.11821719093288398,0.11690787747174682,0.11537278293288174
236,LOC100129924,0.008142333082041117,0.00786002007294213,0.007529419047121086
237,TIE1,0.042530508145323526,0.04443116553930003,0.04671851317078078
238,SZT2,2.594665847863882,2.582643255407738,2.568159469068987
239,ST3GAL3,1.4099640855205549,1.395757623755387,1.37765481948896
240,IPO13,2.2626007094093112,2.269083567063694,2.2761131283926397
241,ERI3,3.750507395245318,3.758722872882098,3.7680992572475485
242,KDM4A-AS1,0.13042340651004536,0.13127652565257875,0.13240165889190525
243,ERI3-IT1,0.0250705029017593,0.025256301291740186,0.025466485705264268
244,TESK2,0.16983965226262296,0.1757767127013223,0.18291166781529858
245,EIF2B3,2.699936640904512,2.6788257934251263,2.6524792231560324
246,ZSWIM5,0.7578210354002521,0.7447078893875794,0.7279936728841285
247,KIF2C,0.09313297067761185,0.09351199499781318,0.09403701188849523
248,POMGNT1,3.8070378612409046,3.7948442670670475,3.7798293397010205
249,PIK3R3,1.186166471873842,1.1728178924375394,1.1551665758546115
250,MAST2,1.3321199609479226,1.3275008453709833,1.3219095460824495
251,MKNK1,1.7754727773936343,1.7894325185255575,1.8067725694535604
252,CMPK1,6.738755442379927,6.807942389666613,6.890863347845146
253,CYP4Z2P,0.0,0.0,0.0
254,CYP4Z1,0.0012026625590675286,0.001282546518077911,0.0013802419629943415
255,SPATA6,0.7671687194089452,0.7754332671221332,0.7851573092161759
256,SKINTL,0.012443484711764036,0.013004163483902391,0.013692967754121637
257,ELAVL4,1.9079656449569833,1.8673794041959901,1.814945050471452
258,TTC39A,5.024028202844897,4.9716263926119,4.90757180365917
259,OSBPL9,3.8765178957902284,3.911895509041484,3.9546891480739332
260,NRD1,5.337262266740936,5.3224864171833595,5.302893368521604
261,EPS15,3.8954187023519213,3.8691977689877377,3.8364881173081335
262,ZYG11B,1.8187886251000684,1.8263877054751345,1.8350052829128742
263,ZCCHC11,3.4682417664963165,3.4314196524046356,3.3865746438925095
264,ZFYVE9,0.9798170088030479,0.9726330009927441,0.9637906082393911
265,CC2D1B,1.9264554946290104,1.9343413601265145,1.9428284175194375
266,ZYG11A,0.014011047039095845,0.013587022566082615,0.013076945730568909
267,GLIS1,0.002120026578509272,0.0022558557428917765,0.0024269943720349836
268,LRP8,0.3810489562750637,0.3843832836265883,0.38841395866778605
269,HSPB11,2.777866408880147,2.763037523104671,2.744051012928726
270,NDC1,1.0510296544806639,1.0707769181367952,1.0945224439643917
271,CYB5RL,0.6916237759577102,0.6860429178159204,0.6792333365624826
272,ACOT11,0.668542018121018,0.6652641332416929,0.6611529071938926
273,MROH7-TTC4,0.015479853850142212,0.014994665027777855,0.014404531101814019
274,SSBP3,1.682962937262705,1.6576379482572625,1.6263186236740437
275,PRKAA2,1.0157047095886664,1.0162454481048844,1.0172433183120595
276,C1orf168,1.451157182101503,1.3974130404844398,1.3329654974662692
277,PPAP2B,0.9315491820776796,0.9737219102637787,1.0257309679735696
278,C8B,0.08778628973199487,0.08496557143825399,0.08153827434865508
279,DAB1-AS1,0.0017109210573366237,0.0016800642188792814,0.0016363957179301562
280,OMA1,1.743703809091344,1.751351460588819,1.7605206958745443
281,LINC01358,0.005474636900822016,0.005591707128334743,0.0057204723388788615
282,HOOK1,3.8086740114796056,3.761421349795517,3.703657365209797
283,LOC101926964,0.00991487065618034,0.010241765741657584,0.010617302387264575
284,KANK4,0.0747370410881284,0.07961371484128364,0.08575135534802122
285,INADL,3.547585743840818,3.5604591409887276,3.5759210793981273
286,ATG4C,0.8458461966949962,0.8503473038299332,0.8556232982435535
287,DOCK7,1.900483338044674,1.8991193228510983,1.8972613620242171
288,LINC00466,0.0004029597900078389,0.00043466471211671593,0.0004757090574588725
289,ROR1,2.61804116404756,2.597924610962318,2.5723587316718795
290,PGM1,4.336271559899075,4.352583870823162,4.3739172260723675
291,DNAJC6,1.9031056565205031,1.8614632236350075,1.808792762386442
292,RAVER2,1.4190033784886547,1.4063178552412752,1.3903583608380605
293,AK4,0.4638561871293966,0.47075847633819967,0.4781819073700311
294,JAK1,6.544667031651696,6.5852494268723385,6.633699211038804
295,PDE4B,0.4975365809809519,0.4965061024621299,0.4941354156252216
296,WDR78,0.5511828504435394,0.5588838026894954,0.5680618268775881
297,IL23R,0.08353233711233035,0.08044437268171553,0.07673136769291355
298,SLC35D1,1.47828816473298,1.462549994707729,1.4445623356236248
299,TCTEX1D1,0.020404307805230733,0.020617631434557485,0.020800847344051705
300,SERBP1,4.471139499863122,4.473186895094259,4.4753507794496965
301,DEPDC1,0.033559408130869016,0.033819274936765044,0.03417734076937135
302,WLS,4.076334456268206,4.198300070129422,4.342734135478335
303,GNG12-AS1,0.07324031795830159,0.07507389466030763,0.07725853005054445
304,GNG12,4.96568532907455,5.038639957851259,5.126485635116356
305,PIN1P1,0.5781469536666887,0.5694140030758629,0.5586985639849757
306,ANKRD13C,2.2239243255711636,2.2225324762375784,2.2205441131661363
307,LRRC40,1.1817016929216877,1.1942657997295072,1.2092325472667769
308,PTGER3,0.8191649439995302,0.7919975496541483,0.7601582248718481
309,ZRANB2-AS2,0.13397610246076747,0.1332459832119357,0.13229984390885233
310,LINC01360,0.0004112822208894886,0.0004489926374191441,0.000496099726393145
311,TNNI3K,0.002735792709467673,0.002630999511268753,0.002505831661248388
312,FPGT-TNNI3K,0.0,0.0,0.0
313,LRRIQ3,0.22050725866489077,0.21977762706587906,0.21867677930506857
314,ERICH3,0.38566371896871515,0.37587655490069244,0.36353863496778643
315,MSH4,0.013356592979429918,0.01298162732759956,0.01255191035302367
316,SLC44A5,0.3672565968688036,0.366848962610324,0.36619825836508096
317,ST6GALNAC5,0.99291798100024,0.9752828982708327,0.9523489542644318
318,NEXN,0.33470771227794427,0.35202670700959277,0.37350282138722257
319,AK5,0.2915070675134492,0.29010077405946827,0.2876515271316701
320,ZZZ3,2.5657169504443393,2.564696111518159,2.561432906233413
321,GIPC2,0.7074881799072209,0.7510615833898198,0.8050973353837294
322,FAM73A,2.5736025140885017,2.568940543418759,2.5627046887657166
323,MGC27382,0.004239688790497341,0.004527902184856843,0.0048796429424322095
324,ELTD1,0.07304040799979344,0.07637786312971025,0.08036139654889032
325,LPHN2,0.9849193200163134,1.0017904407968774,1.020484764611489
326,SAMD13,0.19006508723341453,0.19128119309038621,0.19240237129866516
327,PRKACB,3.7150089750793907,3.7004490729497914,3.6751602858935746
328,MIR548AP,0.004315223236560662,0.004221251725891279,0.004095832597646797
329,TTLL7,1.9396697041575417,1.9422959317965214,1.943381347088522
330,LOC101927560,0.2200072299634995,0.21837254184161897,0.21630159069860966
331,LOC101927587,0.353093539332427,0.3480787322671727,0.3417542376861858
332,C1orf52,1.9299357007767812,1.9319826226759633,1.9347263384196596
333,WDR63,0.04208473218326121,0.04235564380812934,0.04271786270539255
334,LPAR3,0.06336116851320422,0.06759718766472025,0.07306114606059624
335,MCOLN2,0.018006362152853072,0.01862190902793247,0.01940315058454617
336,CLCA2,0.0019324468257749777,0.0019421573371262379,0.0019491560611777448
337,COL24A1,0.01145770878967926,0.011860238853714558,0.012317719544394142
338,HS2ST1,1.968478871270142,1.9606621253465133,1.9517242317126482
339,LOC101927844,0.0028307701005609973,0.0028501060007275663,0.002875079865533745
340,LRRC8B,1.706671084826847,1.7260365022040793,1.7492568836425786
341,PKN2,2.9055672606821967,2.915964921217596,2.928732124126772
342,GBP4,0.05998063145401912,0.06284151761292169,0.06631142637201597
343,GBP1,0.29613217534084935,0.3116832344081939,0.3308571307408751
344,LRRC8D,2.154968035894435,2.1578619298050388,2.160869262113039
345,HFM1,0.2244120372668878,0.22189595290426212,0.2184497515899096
346,RPAP2,1.2974119642460167,1.3026761578801873,1.3089314774286431
347,EVI5,2.2878703507678813,2.2895696043651723,2.2910739819226142
348,FNBP1L,4.717062147659986,4.70690794364711,4.693981261276706
349,MTF2,2.614390222588284,2.613920601767104,2.613841717805804
350,BCAR3,1.053526977207654,1.0439130186622052,1.0328431663399782
351,CCDC18,0.6032572588337396,0.5953073522720334,0.5857814707869107
352,ABCA4,0.03841640749442136,0.03765795305013824,0.036734454144429704
353,SLC44A3,2.1166913690978,2.1497237736284105,2.191246912695104
354,ABCD3,4.449891472554795,4.442763827311339,4.43483102333814
355,LINC01057,0.5118390757666861,0.5177132308451482,0.525255768590796
356,TMEM56-RWDD3,0.10664722598092358,0.10874366335849191,0.11126277220298056
357,FLJ31662,0.0,0.0,0.0
358,PTBP2,1.6041311995783036,1.6047908207919348,1.6049890521792474
359,LOC101928241,0.00035004674782612607,0.0003841301256321854,0.0004256318294101852
360,DPYD,0.5949307950223407,0.6049079078520705,0.6161667844191876
361,DPYD-AS1,0.0025079049326174672,0.0025411299971157915,0.0025695525389148777
362,SNX7,1.8957290888456269,1.9154588061763647,1.9395502257047097
363,LOC100129620,0.016258514518904713,0.015562598395915735,0.014749209322280264
364,LOC729987,0.0028438945470368325,0.0027795106978157403,0.0026931745723746104
365,PALMD,0.23189719258060784,0.24635921621761617,0.2639979916603253
366,HIAT1,3.8772866175631884,3.8884308844300257,3.9007644926240426
367,LPPR4,0.8354239811425619,0.8056310296292806,0.7691339084824244
368,VCAM1,1.110756222897197,1.1888799385710556,1.2847618386772794
369,CDC14A,0.41575759618656544,0.41704817948886114,0.4182707662855874
370,OLFM3,0.0020673871611246743,0.0020189938845596696,0.001957710986581097
371,COL11A1,0.03163532704911443,0.03250834775004634,0.033572354048091536
372,RNPC3,2.5659721305428445,2.5510311072152585,2.533044768479599
373,AMY1A,0.0,0.0,0.0
374,AMY1B,0.0,0.0,0.0
375,AMY1C,0.0,0.0,0.0
376,VAV3,0.9714642820744465,1.0022299267181345,1.0394234877663264
377,VAV3-AS1,0.005038812718197282,0.005115155844288949,0.005181629858219307
378,MYBPHL,0.17066806236803186,0.16404987391296644,0.15606399720346623
379,WDR47,1.3186108504916048,1.3182117721188937,1.3169204822948877
380,KIAA1324,12.01813960351116,11.668145357574417,11.243031892251429
381,GPSM2,0.2745609965035373,0.27672910983491233,0.2792280272152713
382,STXBP3,3.2800832716161046,3.308366581414304,3.3421940100840835
383,GSTM1,0.552706501506227,0.5621878372309764,0.5741424034805382
384,KCNC4,1.4342607520524686,1.416370846119068,1.3952618349716133
385,RBM15,0.6784195621346097,0.674120804201724,0.6691031576966551
386,DRAM2,3.9147030384517914,3.9284464791184748,3.944711240511388
387,ADORA3,0.020406732297700556,0.02073456140587313,0.02114820377861897
388,ST7L,1.5168468809934095,1.5087298685784027,1.498602992566525
389,KCND3,0.316148291901859,0.3077552488313269,0.2976230013792207
390,CTTNBP2NL,1.8722961596483452,1.9147948143031266,1.9677699388264156
391,LRIG2,0.8124823329347947,0.8132969728252979,0.8142192289525992
392,MAGI3,1.4168388101499918,1.4232062237534613,1.4315835181541468
393,LINC01356,0.001846236184933173,0.0017885363480760483,0.0017195186981544665
394,TRIM33,2.493852274325365,2.4886067078100225,2.481682531362937
395,DENND2C,0.25583800497363,0.26443861355672293,0.27496744924216115
396,SYT6,0.007595688799371897,0.008085174805048036,0.008686100405482873
397,AP4B1-AS1,0.04113514768210516,0.0412003377417395,0.04130011130849721
398,BCL2L15,0.2898998062919908,0.30891557790261925,0.3329468422797265
399,SYCP1,0.0011243919911958142,0.0010471816621699852,0.0009585798168504668
400,NGF,0.15468964801499327,0.15091743930402746,0.1464665724435735
401,TSPAN2,3.7632452331295263,3.6794934447823757,3.575707333137659
402,CASQ2,0.0007372517831757389,0.0006807954286865711,0.0006157234092691434
403,CD2,0.002972842727254686,0.0029995972852781706,0.003014195798464411
404,IGSF3,0.45760722579495156,0.4852010666216112,0.5189828196703681
405,SLC22A15,0.9411340278904448,0.9281417000144364,0.9117177745677851
406,ATP1A1,12.013719226976653,12.254588523811133,12.549034000805682
407,CD101,0.04319046817774623,0.0451678747778445,0.047589673615839004
408,VTCN1,1.5185090549234959,1.6241829730161212,1.7538719972502534
409,MAN1A2,2.967921552512104,2.9645627213943317,2.9593752941211133
