,index,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
10,patient5_B14,-8.597126,-1.9804881,-0.3766353,-0.120596595,0.062137105,-0.037460882,0.38560745,0.19012819,-0.2219765,0.3561891,-0.30447277,-0.007386765,0.012078905,0.120174356,0.23332182,0.058812015,0.0038733566,-0.034491315,0.021458695,0.010325855,0.0076290956,0.0014137072,0.011128111,0.009285859,-0.010194991,-0.0069280285,-0.004732537,-0.0031485658,-0.004159146,-0.0012532999,-0.0027057212,-0.00040048503,0.004885574,-0.0002006969,0.0041308333,0.00049140916,0.0016207926,-0.0013666063,0.0019117258,0.0044870307,-0.0031287018,0.0030051994,0.00036835854,0.0028674356,0.0010653174,-0.00017670458,-0.0009083435,-0.0010056896,-0.0015760604,-0.0024418458
11,patient5_B15,-7.3591256,-0.89137274,-0.67638695,-0.23055036,0.028909935,-0.12435142,0.121566646,0.08818662,-0.30222332,-0.27638918,0.16987556,-0.16898708,-0.09615242,-0.012030519,-0.024882477,-0.021700803,0.038777374,-0.1542787,-0.025353506,-0.0057303864,-0.0678881,-0.028336808,-0.062971234,-0.049669255,0.072558366,0.003908557,-0.027765216,0.007761388,-0.02500282,0.037623566,-0.018899193,-0.009633964,-0.007769262,-0.007252697,-0.00309269,-0.010280786,-0.0019119373,0.021606702,0.006413075,0.00312908,-0.0017591265,0.0016410708,0.009401273,0.01751438,-0.0017028778,0.00486403,0.00881278,0.0035132526,-0.0018786095,-0.00089539937
12,patient5_B16,-8.415212,-2.0836718,-0.08187348,0.057496984,-0.04026937,0.05438718,-0.43030956,-0.36548275,0.09100395,-0.19124483,-0.088580236,0.15745835,0.12759008,-0.105645284,0.3018588,0.049918327,-0.039735164,-0.023677193,-0.018179953,0.010102697,-0.0008402212,-0.0054847077,-0.0044814157,0.004435585,-0.00013041064,0.0002822327,0.00034447218,-0.0029017953,0.0035510198,-0.01099396,0.0037663532,0.0014988902,0.0027265511,-0.0014490732,0.005127379,-0.0010893483,0.0013465036,-0.0004679594,0.0030463736,0.0044014007,-8.7419496e-05,0.004915749,0.0011389652,0.0023519846,-0.0009860707,0.0022746446,5.7750975e-05,0.00016868781,2.611528e-05,0.0002765673
13,patient5_B18,-8.070535,-1.7902142,-0.7575522,-0.19766775,-0.09737956,-0.097995564,0.6172644,0.40590352,-0.15863666,-0.08815133,0.35205585,0.1754657,-0.012603182,-0.033406828,0.03812663,-0.044334155,0.013000577,0.12491238,-0.049293928,-0.015172785,-0.028705886,0.0233282,-0.012164591,0.0026139827,0.0004200503,0.01663133,-0.006547288,0.010173473,-0.004643933,0.018322514,0.002026996,-0.007849385,-0.0079981405,-0.0031231518,0.010518231,0.009102498,0.0024797276,0.009130053,0.0018422995,0.0020538585,0.0013060829,0.0006506095,0.0029789228,-0.0022410236,-0.00045895515,0.00018242643,-0.0002546652,0.0024031247,-0.00027919395,0.0009940895
14,patient5_B19,-8.557416,-2.434587,0.025088338,0.058713008,0.02093737,0.32318068,-0.4760072,-0.28696838,0.4058403,0.2531365,0.09119364,0.19279204,0.12682621,-0.2461576,-0.059755486,-0.008202367,-0.04336326,-0.05725967,0.011783682,-0.009778155,0.02593281,-0.020873442,-0.020577453,-0.023928938,0.046334367,0.010058109,0.0048733614,-0.013983819,0.007223323,-0.04410549,-0.00012543629,-0.0096213,0.011085988,-0.0068857074,0.01562067,0.015701856,-0.0025568076,-0.0006336782,0.0028765586,0.007846082,0.0011821982,0.0029405614,0.0035197285,0.006509647,0.0011436074,-0.0011564345,8.359234e-05,-0.00030427103,-0.002195299,-0.0007333619
15,patient5_B20,-0.5292144,5.4276266,8.991649,0.34942085,-0.52414185,-0.041840967,0.072672665,0.04258455,0.0011361159,-0.011412204,0.00755291,0.00099039,0.033890925,-0.001629429,-0.00988131,0.012648678,-0.016280968,0.027522223,-0.0001635114,-0.00779684,0.016868401,0.024580818,0.0127839185,-0.0059585385,-0.0398372,-0.016661808,-0.031683378,-0.009768659,0.04269633,-0.037724126,-0.026500443,-0.0046008425,-7.393063e-05,-0.0019604478,-0.0006460747,0.0071754092,0.0038106933,0.018536843,0.0007930221,-0.021145426,-0.00028724733,-0.0030725054,0.00848404,-0.009805752,-0.0049302983,0.014380936,0.007758382,0.004101605,-0.0050006555,0.0058228243
16,patient5_B23,-7.9007792,-1.6613777,-0.7276918,-0.13833906,-0.043678243,-0.086609304,0.29192615,0.08487907,-0.08981674,-0.30449796,-0.037908513,0.041731916,0.10815069,-0.1972669,0.15787973,-0.036747947,-0.027224604,0.0019033648,-0.07369312,-0.003124907,-0.081148855,-0.005042754,-0.10125541,-0.039768904,0.08373357,0.055756677,-0.02000171,0.027606172,0.006179676,0.024795234,-0.007978721,0.01626679,-0.013954091,0.011072884,-0.032515682,-0.017469876,-0.007891642,0.0019778523,-0.014322559,-0.034424406,0.0020894648,-0.020183595,-0.00804041,-0.022085631,0.0037126418,-0.009074832,-0.00067326304,-0.0023895204,0.003933507,0.005532257
17,patient5_B24,-8.465476,-2.102575,-0.48848748,-0.052208766,-0.053428948,-0.044530522,-0.23171398,-0.16741195,-0.054697115,-0.43618852,-0.058348015,-0.18505257,0.044449903,-0.24176507,-0.24590556,-0.041390397,-0.025125558,-0.03717746,0.0556294,0.006363873,0.024567362,-0.032368828,0.0077534006,-0.008799103,0.0127534,-0.010594432,0.011992108,-0.01697706,0.008666281,-0.048800442,-0.006970807,-0.0047960794,0.014837003,-0.008964575,0.013342914,0.0017908267,-0.003479092,-0.0069405697,0.012611524,0.022824854,0.0007834723,0.01823702,0.0028896115,0.008736161,-0.003954231,0.004607166,0.0023402919,-0.00036696348,-0.0021040463,-0.0019887714
18,patient5_B3,-8.453502,-2.3934197,-0.7210233,-0.07587039,-0.0055582575,0.09477173,0.5495684,0.29227054,0.35299903,0.12334731,-0.089634985,0.079371706,0.09535328,-0.120128706,0.029357154,-0.002216275,-0.032298267,0.051640693,-0.032356676,-0.013910507,-0.03206898,0.009056627,-0.02769554,-0.0019967963,0.01009295,0.014316533,-0.0058271005,0.009939832,-4.514676e-05,0.018108867,-0.0043942104,0.010591204,-0.0030104357,0.005346313,-0.017552687,-0.018688207,-0.0021502024,-0.0014026744,-0.0021297613,-0.0068059023,-0.0005430475,-0.0005193426,-0.0029391276,0.00032907212,-0.0008381723,0.0012895246,0.0014587305,-0.00039985275,0.0023153664,0.0019239814
19,patient5_B4,-8.315316,-2.0300784,-0.20565118,-0.009320108,-0.017897345,0.101359405,-0.24892043,-0.13729848,0.21415372,-0.107863344,0.26446554,0.12193019,0.06883842,-0.21390198,-0.07505189,0.023895955,-0.024747944,-0.105327755,0.030755974,-0.0087183425,0.018074062,-0.019775262,0.026868353,-0.00025149784,-0.015403496,-0.02589848,0.005854398,-0.018838346,-0.006765936,-0.0059283613,0.0016468648,-0.0073619555,0.0067015346,-0.0071956515,0.01970089,0.002209954,0.0028720032,0.00011277284,0.011392013,0.024728553,2.1135635e-05,0.015281669,0.0043729595,0.00896864,-0.0053183073,0.0040075607,0.0041429917,0.0016254483,-0.004597111,-0.0030004715
20,patient5_B5,3.6352687,10.052448,-1.2826349,-1.6773688,0.60229015,0.30287534,-0.0054654004,-0.015703373,0.028851688,0.040999774,0.13080235,-0.15260814,0.100693904,-0.040603116,0.034026477,0.021559456,-0.005265839,0.077375665,-0.0044743307,0.064344436,0.09712573,-0.009041683,0.0028155432,0.038973704,0.026430652,-0.056858867,-0.019278852,0.010284491,-0.030538118,-0.014928485,0.002322558,-0.002830819,0.013896894,-0.004634972,-0.014397794,-0.0076095015,0.008814808,0.0072934274,-0.0009623924,-0.005849744,-0.003644442,-0.0029528742,0.0123959,-0.00091525057,0.0037744576,-0.0011584939,-0.0050187586,0.004065554,-0.0018386696,0.001129296
21,patient5_B6,-8.472368,-1.7141199,-0.17587498,-0.13004382,0.12048103,-0.015044212,0.057088394,0.053043287,-0.30197126,0.41460255,-0.08281197,-0.04097715,-0.062881485,0.17380626,0.15747371,0.07556933,0.038499486,-0.21739183,0.06945898,0.020834371,0.036107045,-0.03018658,0.0039053145,-0.019396776,0.022134412,-0.005513043,-0.0014367286,-0.010541737,0.007497681,-0.025240738,-0.0028535174,-0.00062323833,0.0063356943,-0.0018322371,0.00019843027,0.01208666,-0.0009048578,0.0002530059,-0.003148634,-0.007234513,-0.0008402184,-0.004630625,0.00091717165,-0.008526339,0.0023410006,-0.0036467619,-0.0022110625,-0.001042729,0.0019156344,0.00053445715
22,patient5_B7,-8.568633,-2.3254101,-0.5476471,-0.021239618,-0.040073946,0.013250425,0.047246788,-0.024065126,0.14336327,-0.23497054,-0.15639031,-0.11603716,0.1242186,-0.32488334,-0.22192287,-0.015975537,-0.0484288,-0.013266486,0.06316713,0.003616002,0.022280416,-0.03175752,0.0063996217,-0.0065183365,0.00027910277,-0.016639605,0.019522473,-0.01705251,0.013153399,-0.06222683,-0.008130935,0.009820934,0.021452554,-0.006259366,-0.0060061677,-0.020065187,-0.007322947,-0.016718691,0.014906674,0.025108356,0.0008209138,0.026851445,0.0023140882,0.019054174,-0.004691207,0.010257858,0.004891848,0.00040411466,-0.0034677242,0.0025440697
23,patient5_C10,-7.187814,-0.7251286,-0.6688463,-0.23706228,0.041437373,-0.120560065,0.04172781,0.036976613,-0.31535655,-0.32296777,0.16474982,-0.21356598,-0.11545729,-0.004178559,-0.0057730814,-0.020793581,0.04314112,-0.18671165,-0.04485181,-0.008344297,-0.09364054,-0.031007683,-0.078155585,-0.060595624,0.08821643,0.0014913101,-0.04018136,0.00609124,-0.039518125,0.056477856,-0.026030174,-0.013305931,-0.011927437,-0.006540055,-0.0032031678,-0.015865797,-0.0019691451,0.029023377,0.008184028,0.009434335,-0.003485272,0.0044946023,0.012421133,0.026570285,-0.0020876636,0.0060006226,0.0110283755,0.004117758,-0.0042205513,-0.0028379015
24,patient5_C12,3.410978,10.052988,-1.166169,-1.4997771,0.564218,0.10907496,0.09316615,0.07678382,-0.09614862,-0.19941947,-0.2505585,0.4957166,-0.19343568,0.09208572,-0.14680783,0.09815353,-0.08212973,-0.05892889,-0.07394659,0.0034122844,-0.019685749,-0.0012745631,0.0001958465,-0.006907704,0.0047621895,-0.016770188,-0.038337234,0.019719513,-0.027628742,-0.012633902,-0.0033560768,-0.0025087593,-0.005979472,0.016292771,-0.01085528,0.015677314,-0.014442665,-0.015919877,-0.0047233156,0.0056750686,0.0033581243,0.0050954795,0.0057500233,-0.00608086,-0.00332649,-0.0012715817,0.0017519486,0.0009811902,0.0008707391,-0.0011514125
25,patient5_C14,-8.6996565,-1.9254467,-0.25393167,-0.199444,0.076050565,-0.0039763805,-0.04265531,0.062445063,-0.57493305,0.42352307,-0.09476175,-0.15855548,-0.16113098,0.2527082,-0.11924577,-0.019778974,0.055424903,0.018060206,0.027545864,0.007667947,0.023902122,0.004571661,0.009708921,-0.0018048881,0.0031752845,0.00090360007,-0.0038215774,0.0036409346,-0.0028446727,-0.004356973,-0.005810456,-0.012311238,0.002039581,-0.010302671,0.018018192,0.020328615,0.0020698588,0.0107704485,0.003121976,-0.0014786115,0.001521925,0.00034636192,0.0032762897,-0.0052253744,-0.0039186175,0.00028049023,0.0002449082,0.0036128038,0.002229109,-6.2549865e-05
26,patient5_C18,-8.477365,-2.2652125,-0.52090997,-0.116872065,-0.111223675,0.037106004,-0.059657168,0.06603479,-0.043940715,-0.16816133,0.53125715,0.10711538,-0.042300742,-0.115135744,-0.2971972,-0.09023667,0.016565898,0.10678922,-0.010789306,-0.009012359,0.00361295,0.008257836,-0.0041973367,-0.0050390665,0.008062954,0.016760508,0.011765945,-0.0071478244,0.014230575,-0.022713194,0.0018067465,-0.0029131358,0.0041239117,0.004144372,0.004003928,0.005431899,-0.0028615221,-0.009013892,-0.0013811584,0.0012908439,-0.00017674461,-0.0018523659,-0.0035639154,-0.004469165,0.00019806632,-0.0022784348,-0.0048265527,-0.0029839154,0.0015857307,-0.004341052
27,patient5_C2,-8.649492,-1.8891472,-0.13341033,-0.15790902,0.13200526,0.06429518,-0.06946565,0.027561435,-0.39099005,0.574181,-0.1186344,-0.10845953,-0.1128312,0.20646614,-0.028911214,0.024094408,0.046157487,-0.12055586,0.051728535,0.011200646,0.029774873,-0.016903277,-0.0015600694,-0.019966355,0.026882663,0.00059108774,-0.0045925034,-0.0039943317,-1.769001e-05,-0.016924908,-0.0063770474,-0.007327118,0.0044029686,-0.0059158877,0.006877651,0.017488362,-0.0011432723,0.006407479,-0.0015478793,-0.0048877737,0.00036688492,-0.0035018313,0.0029644985,-0.0065757567,0.0007236935,-0.0032397334,-0.00082835933,0.0006475902,0.0013130223,0.0006842726
28,patient5_C4,-8.562737,-2.6169205,-0.55420244,0.020929193,-0.0014011328,0.16758919,0.082557596,-0.0024405215,0.5830597,-0.06448503,-0.13977051,-0.009153529,0.025162248,0.0325117,0.074382104,0.0044745253,-0.014802655,-0.011755263,-0.002542252,-0.0008635363,0.012647019,-0.0056134528,-0.012720691,-0.006317986,0.02330192,0.0098511,-0.0049897376,0.0020694078,0.0032534637,-0.010879997,0.00048119065,-0.007355299,-0.0017567218,-0.0046092593,0.009880677,0.01283023,0.0011943228,0.006020707,-0.00045125352,-0.0025579494,0.001494351,-0.0028189456,0.0030899656,-0.001674366,8.4800915e-05,-0.0013964474,-0.00063633535,-7.972297e-05,0.0016085025,0.0004619956
29,patient5_C5,-8.506129,-1.8276725,-0.02187559,-0.06597529,0.052141618,0.023969265,-0.32488555,-0.17368118,-0.13626166,0.09727889,0.1551833,0.08331622,0.0024371475,-0.010530874,0.038999274,0.07543176,-0.00028412507,-0.1784887,0.04163352,-0.003752088,0.03966336,-0.013176208,0.061727416,0.020721536,-0.04769833,-0.034875803,0.0061976886,-0.013420345,-0.007374707,0.022883995,0.012946705,-0.008180016,-0.005231901,-0.0038201057,0.01595254,0.014235108,0.009031734,0.0069229873,-0.00022894416,0.0047214823,-0.0011706904,-0.0016006331,0.0020858604,-0.0030057707,-0.001218468,-0.001231102,0.00033367457,0.0015876831,8.14455e-06,-0.0021222956
30,patient5_C7,3.644688,10.032446,-1.3083384,-1.6722548,0.6184499,0.33563775,-0.014520046,-0.027931567,0.03833758,0.07145343,0.19873823,-0.29210395,0.14386861,-0.06927737,0.052166097,0.05860978,-0.028144693,0.079205595,-0.05516921,0.05492565,0.09882045,-0.020043889,-0.0020359799,0.02814792,0.03867541,-0.07627116,-0.031754017,0.019764178,-0.047274247,-0.0018164457,-0.008655722,-0.007428446,0.004578384,0.004278548,-0.011427177,-0.003223823,0.0061834264,-0.0008981442,0.007366764,-0.003040993,-0.017066307,0.006382741,0.009996564,-0.010717706,0.014201011,0.0041786274,-0.0067346706,0.0010158907,-0.00018111612,0.007528798
31,patient5_C8,-8.743068,-2.38625,-0.53998864,-0.11464036,-0.00091975974,0.031559046,0.13557144,0.11812225,-0.114705674,0.1384519,-0.11891256,-0.14956613,-0.084470935,0.11593178,-0.1430863,-0.04069547,0.02513096,0.0759918,0.026169382,0.0077751363,0.018247921,0.0005039984,0.0005235609,-0.005301397,0.011113843,0.004878828,0.0022046338,-0.006418781,0.0050507397,-0.036165692,-0.0072160857,-0.003938662,0.0114659155,-0.0036962903,0.005933268,0.0041910317,-0.0043477183,-0.0032946432,0.005912419,0.0102988,-0.0009460606,0.009517103,0.0017981388,0.0064483006,0.00013611352,0.001342809,-0.00022283543,-0.00075362023,0.0007759777,-0.0009048147
32,patient5_D1,-8.365979,-1.7745353,-0.20562886,-0.10886629,0.023807358,0.016541021,0.21778286,0.1290637,-0.2037122,0.33547974,0.09792301,0.20528486,0.10913222,-0.17922834,0.097981974,0.045962136,-0.022690034,-0.06686644,0.017571967,-0.004434645,0.0029074047,-0.007806366,0.007061107,0.00151723,-0.008418429,-0.008985129,0.005641036,-0.010984086,0.0012045203,-0.0075286976,-0.00038129406,0.0036443071,0.007923151,0.0019961377,-0.0008102003,-0.008572941,0.000146003,-0.0064736926,0.0029031818,0.007905966,-0.002393303,0.006087849,-0.0007128077,0.0071651903,-0.0012327962,0.0032458324,-1.9878718e-05,-0.0015606572,-0.0018719175,-0.002752505
33,patient5_D10,9.455971,-4.9403806,-0.19067344,0.048800644,-0.3978676,0.7100615,-0.47730163,0.6745374,-0.032130428,-0.05014007,-0.0068375054,0.0025909252,0.10289713,0.058292884,0.0013534635,-0.046139035,-0.07663946,-0.008519233,0.016981188,-0.00039956355,0.019609544,0.0016571153,-0.023044338,-0.0062553873,-0.018654011,0.006281891,0.0014952243,-0.031341664,-0.010107436,0.00929661,0.00024974486,0.0066111726,0.0026596657,0.0028533346,-0.0044793137,0.00793029,-0.0057654167,0.0038207266,0.001796628,-0.0038933256,-0.0016122311,-0.0016865877,0.0027299705,-0.0018684971,0.0010356725,-0.0009196499,-6.337869e-05,-0.0023990201,-0.00056510675,-0.000928219
34,patient5_D12,-8.667936,-2.0017543,0.015468096,-0.100065656,0.021904036,0.08000477,-0.6029201,-0.29604065,-0.43036404,0.19939782,0.10624386,-0.0016172294,-0.055017695,0.027157785,-0.1512706,-0.025975503,0.016932445,0.029897276,-0.0058180103,-0.00043671986,0.0019986648,0.006492804,0.0020039654,-0.004429422,-0.002786711,-0.0009717371,0.004550184,0.0047801766,-0.003377591,0.0025012873,0.001150045,0.00019821353,-0.0009889051,-0.0019680467,-0.00345598,0.003956656,-0.0020940434,0.0012506703,-0.002005911,-0.004487256,0.0026332487,-0.0033055523,0.0005708507,-0.0026834456,0.0007885458,-0.00012551622,0.0012859473,0.0024111224,-0.001489632,0.003998718
35,patient5_D14,-8.542772,-2.5840917,-0.24258481,0.06887442,-0.024491262,0.2626319,-0.44373766,-0.31370446,0.5438672,-0.12189549,-0.06846044,0.06611899,0.057433575,-0.06615111,0.043041013,-0.03207325,-0.03258265,0.01886001,-0.031251162,-0.009084785,0.013567977,-0.0038717578,-0.022326032,-0.010309122,0.04581105,0.022610389,-0.010576876,0.0019089874,-0.0018591577,-0.008837711,0.0025464199,-0.024318174,-0.0060541425,-0.01115826,0.033670623,0.03671543,0.0045738956,0.017497037,-0.00050137274,0.0015142408,0.0025791214,-0.00574298,0.00693609,-0.005717464,0.0005164594,-0.0054257694,-0.0020958737,0.0002637294,0.0019273725,-0.002614412
36,patient5_D15,-8.53254,-2.647816,-0.41828287,0.049626343,-0.013800763,0.25550723,-0.04978419,-0.094408154,0.6310627,0.010726013,-0.16320057,0.08151954,0.0884639,-0.07521403,0.09402731,-0.022336418,-0.038648877,0.04015588,-0.03303346,-0.0093132295,0.001221518,-0.0005974468,-0.034186464,-0.012148461,0.048433278,0.025465755,-0.01173194,0.004127259,-0.0005380316,-0.011035359,-0.0017668906,-0.016537914,-0.0026559797,-0.007680269,0.022288866,0.023778815,0.0019904498,0.011718392,7.9722005e-05,0.00093651837,0.0016677824,-0.0032556453,0.005217165,-0.0018172651,0.00078683527,-0.0036422305,-0.0015414536,-0.00038513777,0.0010668666,-0.0020057408
37,patient5_D17,-8.663472,-2.3772326,-0.15100768,-0.035413906,-0.011639257,0.17506076,-0.43855116,-0.19624017,0.12434099,0.07420827,0.3200942,0.1197549,0.00062104163,-0.07877857,-0.21830584,-0.012867008,-0.0036501654,0.026948938,-0.015191545,-0.015659068,-0.0020135443,0.013801831,0.019798152,0.008842765,-0.03654483,-0.016013283,0.012426617,0.0032701548,-0.0041667204,0.020573054,0.009003732,0.010064644,-0.005384918,0.0049782298,-0.016612576,-0.011009794,-1.9985515e-05,-0.0073383483,-0.0047368156,-0.006025802,0.00292159,-0.0040539075,-0.002841536,0.0009059486,0.0012450365,0.0013422645,0.001690442,0.0018178811,-0.004151448,0.004796893
